"","appl_no","approval_date1","appl_type","doc_type1","ingredient","df_new","trade_name","productmktstatus","applicant","reviewpriority1","combination_totalnumber","approval_year","generics_presence"
"661","ANDA211819",2021-02-17,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",3,"UNICHEM","STANDARD",NA,NA,1
"662","ANDA211782",2021-06-30,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",3,"AMNEAL","STANDARD",NA,NA,1
"663","ANDA211761",2021-09-21,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"664","ANDA211897",2022-08-18,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",3,"TEVA PHARMS USA INC","STANDARD",NA,NA,1
"665","ANDA211774",2023-04-07,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",1,"SHILPA","STANDARD",NA,NA,1
"666","ANDA211756",2023-07-14,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",3,"DR REDDYS","STANDARD",NA,NA,1
"667","ANDA211716",2023-07-19,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",3,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"668","ANDA211878",2023-07-26,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",1,"ANNORA","STANDARD",NA,NA,1
"669","ANDA211674",2023-10-16,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",1,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"670","ANDA211734",2024-02-07,2,NA,"APREMILAST","TABLET;ORAL","APREMILAST",1,"MANKIND PHARMA","STANDARD",NA,NA,1
"671","ANDA205960",2020-12-10,2,NA,"ASENAPINE MALEATE","TABLET;SUBLINGUAL","ASENAPINE MALEATE",1,"BRECKENRIDGE","STANDARD",NA,NA,1
"672","ANDA206098",2020-12-10,2,NA,"ASENAPINE MALEATE","TABLET;SUBLINGUAL","ASENAPINE MALEATE",1,"ALEMBIC","STANDARD",NA,NA,1
"673","ANDA206107",2020-12-10,2,NA,"ASENAPINE MALEATE","TABLET;SUBLINGUAL","ASENAPINE MALEATE",1,"SIGMAPHARM LABS LLC","STANDARD",NA,NA,1
"674","ANDA214489",2022-07-20,2,NA,"AZILSARTAN KAMEDOXOMIL","TABLET;ORAL","AZILSARTAN MEDOXOMIL",3,"LUPIN LTD","STANDARD",NA,NA,1
"675","ANDA205376",2022-12-07,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",1,"DR REDDYS","STANDARD",NA,NA,1
"676","ANDA205574",2022-12-07,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"677","ANDA205447",2023-02-14,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",1,"BRECKENRIDGE","STANDARD",NA,NA,1
"678","ANDA204104",2023-04-28,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",3,"MYLAN LABS LTD","STANDARD",NA,NA,1
"679","ANDA204230",2023-06-05,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",1,"APOTEX","STANDARD",NA,NA,1
"680","ANDA211001",2023-06-05,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",1,"KINDOS","STANDARD",NA,NA,1
"681","ANDA214739",2023-06-05,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",1,"EUGIA PHARMA","STANDARD",NA,NA,1
"682","ANDA206554",2023-06-07,2,NA,"BENDAMUSTINE HYDROCHLORIDE","POWDER;IV (INFUSION)","BENDAMUSTINE HYDROCHLORIDE",3,"NANG KUANG PHARM CO","STANDARD",NA,NA,1
"683","ANDA206066",2019-03-05,2,NA,"BEPOTASTINE BESILATE","SOLUTION/DROPS;OPHTHALMIC","BEPOTASTINE BESILATE",1,"APOTEX","STANDARD",NA,NA,1
"684","ANDA206220",2019-03-18,2,NA,"BEPOTASTINE BESILATE","SOLUTION/DROPS;OPHTHALMIC","BEPOTASTINE BESILATE",1,"MYLAN","STANDARD",NA,NA,1
"685","ANDA214588",2023-04-05,2,NA,"BEPOTASTINE BESILATE","SOLUTION/DROPS;OPHTHALMIC","BEPOTASTINE BESILATE",1,"ALEMBIC","STANDARD",NA,NA,1
"686","ANDA213692",2022-08-11,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",3,"TEVA PHARMS USA INC","STANDARD",NA,NA,1
"687","ANDA213570",2022-09-26,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",3,"SANDOZ","STANDARD",NA,NA,1
"688","ANDA213660",2023-01-10,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"689","ANDA213562",2023-01-31,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",3,"AMNEAL","STANDARD",NA,NA,1
"690","ANDA213718",2023-02-03,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",3,"AJANTA PHARMA LTD","STANDARD",NA,NA,1
"691","ANDA213512",2023-03-18,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",3,"LUPIN LTD","STANDARD",NA,NA,1
"692","ANDA213758",2023-10-25,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",1,"OPTIMUS","STANDARD",NA,NA,1
"693","ANDA213659",2023-11-02,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",3,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"694","ANDA213669",2023-11-20,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"695","ANDA213782",2023-11-28,2,NA,"BREXPIPRAZOLE","TABLET;ORAL","BREXPIPRAZOLE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"696","ANDA214748",2022-06-09,2,NA,"BRIVARACETAM","TABLET;ORAL","BRIVARACETAM",3,"SUNSHINE","STANDARD",NA,NA,1
"697","ANDA214501",2022-10-03,2,NA,"BRIVARACETAM","TABLET;ORAL","BRIVARACETAM",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"698","ANDA214918",2022-12-20,2,NA,"BRIVARACETAM","TABLET;ORAL","BRIVARACETAM",3,"LUPIN LTD","STANDARD",NA,NA,1
"699","ANDA214848",2023-01-06,2,NA,"BRIVARACETAM","TABLET;ORAL","BRIVARACETAM",3,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"700","ANDA207619",2022-06-23,2,NA,"CABAZITAXEL","SOLUTION;INTRAVENOUS","CABAZITAXEL",3,"BRECKENRIDGE","STANDARD",NA,NA,1
"701","ANDA207693",2022-10-26,2,NA,"CABAZITAXEL","SOLUTION;INTRAVENOUS","CABAZITAXEL",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"702","ANDA207718",2023-02-10,2,NA,"CABAZITAXEL","SOLUTION;INTRAVENOUS","CABAZITAXEL",1,"DR REDDYS","STANDARD",NA,NA,1
"703","ANDA207736",2023-02-10,2,NA,"CABAZITAXEL","SOLUTION;INTRAVENOUS","CABAZITAXEL",3,"APOTEX","STANDARD",NA,NA,1
"704","ANDA207381",2023-07-05,2,NA,"CABAZITAXEL","SOLUTION;INTRAVENOUS","CABAZITAXEL",3,"MYLAN LABS LTD","STANDARD",NA,NA,1
"705","ANDA209422",2019-09-09,2,NA,"CARFILZOMIB","POWDER;INTRAVENOUS","CARFILZOMIB",1,"DR REDDYS","STANDARD",NA,NA,1
"706","ANDA209425",2020-03-16,2,NA,"CARFILZOMIB","POWDER;INTRAVENOUS","CARFILZOMIB",3,"APOTEX","STANDARD",NA,NA,1
"707","ANDA211185",2020-03-20,2,NA,"CARFILZOMIB","POWDER;INTRAVENOUS","CARFILZOMIB",3,"APOTEX","STANDARD",NA,NA,1
"708","ANDA209330",2021-06-11,2,NA,"CARFILZOMIB","POWDER;INTRAVENOUS","CARFILZOMIB",3,"BRECKENRIDGE","STANDARD",NA,NA,1
"709","ANDA213729",2021-10-13,2,NA,"CARGLUMIC ACID","TABLET, FOR SUSPENSION;ORAL","CARGLUMIC ACID",1,"NOVITIUM PHARMA","STANDARD",NA,NA,1
"710","ANDA213395",2022-06-22,2,NA,"CARGLUMIC ACID","TABLET, FOR SUSPENSION;ORAL","CARGLUMIC ACID",1,"NAVINTA LLC","STANDARD",NA,NA,1
"711","ANDA213984",2022-09-09,2,NA,"CARIPRAZINE HYDROCHLORIDE","CAPSULE;ORAL","CARIPRAZINE HYDROCHLORIDE",3,"ZYDUS","STANDARD",NA,NA,1
"712","ANDA213932",2022-09-30,2,NA,"CARIPRAZINE HYDROCHLORIDE","CAPSULE;ORAL","CARIPRAZINE HYDROCHLORIDE",3,"SUN PHARM","STANDARD",NA,NA,1
"713","ANDA208075",2021-09-21,2,NA,"CEFTAROLINE FOSAMIL","POWDER;INTRAVENOUS","CEFTAROLINE FOSAMIL",3,"APOTEX","STANDARD",NA,NA,1
"714","ANDA205690",2015-10-29,2,NA,"CHOLINE C-11","INJECTABLE;INTRAVENOUS","CHOLINE C-11",3,"UNIV TX MD ANDERSON","STANDARD",NA,NA,1
"715","ANDA206319",2015-11-13,2,NA,"CHOLINE C-11","INJECTABLE;INTRAVENOUS","CHOLINE C-11",1,"DECATUR","STANDARD",NA,NA,1
"716","ANDA208413",2017-01-10,2,NA,"CHOLINE C-11","INJECTABLE;INTRAVENOUS","CHOLINE C-11",3,"WA UNIV SCH MED","STANDARD",NA,NA,1
"717","ANDA208444",2017-11-20,2,NA,"CHOLINE C-11","INJECTABLE;INTRAVENOUS","CHOLINE C-11",3,"UCSF RODIOPHARM","STANDARD",NA,NA,1
"718","ANDA208785",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",3,"HIKMA","STANDARD",NA,NA,1
"719","ANDA208825",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"BIONPHARMA","STANDARD",NA,NA,1
"720","ANDA209308",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",3,"BRECKENRIDGE","STANDARD",NA,NA,1
"721","ANDA209440",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",3,"TARO","STANDARD",NA,NA,1
"722","ANDA209687",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"UPSHER SMITH LABS","STANDARD",NA,NA,1
"723","ANDA209718",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"AMNEAL PHARMS CO","STANDARD",NA,NA,1
"724","ANDA209795",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"HETERO LABS LTD III","STANDARD",NA,NA,1
"725","ANDA209808",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"PIRAMAL HLTHCARE UK","STANDARD",NA,NA,1
"726","ANDA211449",2018-10-22,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"727","ANDA210545",2018-12-14,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"LUPIN LTD","STANDARD",NA,NA,1
"728","ANDA211711",2019-01-30,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"MICRO LABS","STANDARD",NA,NA,1
"729","ANDA212398",2019-05-23,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",3,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"730","ANDA212714",2019-09-06,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"731","ANDA212092",2019-10-30,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",3,"CHARTWELL MOLECULAR","STANDARD",NA,NA,1
"732","ANDA209853",2020-06-09,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",3,"APOTEX","STANDARD",NA,NA,1
"733","ANDA211959",2020-12-09,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",3,"CELLTRION","STANDARD",NA,NA,1
"734","ANDA213404",2021-05-11,2,NA,"CLOBAZAM","TABLET;ORAL","CLOBAZAM",1,"MSN","STANDARD",NA,NA,1
"735","ANDA208040",2020-03-11,2,NA,"DABIGATRAN ETEXILATE MESYLATE","CAPSULE;ORAL","DABIGATRAN ETEXILATE MESYLATE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"736","ANDA207961",2020-05-06,2,NA,"DABIGATRAN ETEXILATE MESYLATE","CAPSULE;ORAL","DABIGATRAN ETEXILATE MESYLATE",1,"HETERO LABS LTD III","STANDARD",NA,NA,1
"737","ANDA208070",2023-12-15,2,NA,"DABIGATRAN ETEXILATE MESYLATE","CAPSULE;ORAL","DABIGATRAN ETEXILATE MESYLATE",1,"APOTEX","STANDARD",NA,NA,1
"738","ANDA213879",2024-05-22,2,NA,"DABIGATRAN ETEXILATE MESYLATE","CAPSULE;ORAL","DABIGATRAN ETEXILATE MESYLATE",1,"MSN","STANDARD",NA,NA,1
"739","ANDA206811",2017-01-23,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"740","ANDA206836",2017-01-23,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",1,"ACTAVIS LABS FL INC","STANDARD",NA,NA,1
"741","ANDA206863",2018-07-11,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"742","ANDA206765",2018-07-30,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"743","ANDA206646",2018-10-24,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",3,"HIKMA","STANDARD",NA,NA,1
"744","ANDA210158",2019-03-11,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",1,"MICRO LABS","STANDARD",NA,NA,1
"745","ANDA208292",2019-05-21,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",1,"SUN PHARM","STANDARD",NA,NA,1
"746","ANDA206858",2020-07-06,2,NA,"DALFAMPRIDINE","TABLET, EXTENDED RELEASE;ORAL","DALFAMPRIDINE",3,"RISING","STANDARD",NA,NA,1
"747","ANDA208800",2019-02-08,2,NA,"DEFERIPRONE","TABLET;ORAL","DEFERIPRONE",1,"TARO","STANDARD",NA,NA,1
"748","ANDA213239",2021-03-29,2,NA,"DEFERIPRONE","TABLET;ORAL","DEFERIPRONE",1,"HIKMA","STANDARD",NA,NA,1
"749","ANDA217123",2024-02-09,2,NA,"DEFLAZACORT","TABLET;ORAL","DEFLAZACORT",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"750","ANDA217813",2024-04-25,2,NA,"DEFLAZACORT","SUSPENSION;ORAL","DEFLAZACORT",1,"TRIS PHARMA INC","STANDARD",NA,NA,1
"751","ANDA212296",2021-04-02,2,NA,"DEOXYCHOLIC ACID","SOLUTION;SUBCUTANEOUS","DEOXYCHOLIC ACID",1,"SLAYBACK PHARMA LLC","STANDARD",NA,NA,1
"752","ANDA204003",2015-06-29,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"ALEMBIC","STANDARD",NA,NA,1
"753","ANDA204028",2015-06-29,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"RUBICON","",NA,NA,1
"754","ANDA204095",2015-06-29,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",3,"MYLAN","STANDARD",NA,NA,1
"755","ANDA204172",2015-06-29,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"LUPIN LTD","STANDARD",NA,NA,1
"756","ANDA204082",2016-02-16,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"HIKMA","STANDARD",NA,NA,1
"757","ANDA204083",2016-02-16,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"HIKMA","STANDARD",NA,NA,1
"758","ANDA204065",2016-07-29,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"ACTAVIS LABS FL","STANDARD",NA,NA,1
"759","ANDA204020",2017-10-11,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"760","ANDA210014",2018-10-01,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"YICHANG HUMANWELL","STANDARD",NA,NA,1
"761","ANDA204805",2019-05-07,2,NA,"DESVENLAFAXINE SUCCINATE","TABLET, EXTENDED RELEASE;ORAL","DESVENLAFAXINE SUCCINATE",1,"INTELLIPHARMACEUTICS","STANDARD",NA,NA,1
"762","ANDA211776",2021-08-09,2,NA,"DIFLUPREDNATE","EMULSION;OPHTHALMIC","DIFLUPREDNATE",1,"CIPLA","STANDARD",NA,NA,1
"763","ANDA211526",2021-11-17,2,NA,"DIFLUPREDNATE","EMULSION;OPHTHALMIC","DIFLUPREDNATE",1,"AMNEAL","STANDARD",NA,NA,1
"764","ANDA214894",2022-11-16,2,NA,"DIFLUPREDNATE","EMULSION;OPHTHALMIC","DIFLUPREDNATE",1,"DR REDDYS","STANDARD",NA,NA,1
"765","ANDA207284",2024-05-14,2,NA,"DIFLUPREDNATE","EMULSION;OPHTHALMIC","DIFLUPREDNATE",1,"EPIC PHARMA LLC","STANDARD",NA,NA,1
"766","ANDA210531",2020-08-17,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"MYLAN","STANDARD",NA,NA,1
"767","ANDA210305",2020-09-24,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"CIPLA","STANDARD",NA,NA,1
"768","ANDA210402",2020-09-24,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"AMNEAL","STANDARD",NA,NA,1
"769","ANDA210440",2020-09-24,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"770","ANDA210460",2020-09-24,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"MSN","STANDARD",NA,NA,1
"771","ANDA210499",2020-09-24,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"772","ANDA210500",2020-09-24,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"HETERO LABS LTD III","STANDARD",NA,NA,1
"773","ANDA210538",2020-09-24,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"774","ANDA210226",2020-10-06,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"LUPIN","STANDARD",NA,NA,1
"775","ANDA210309",2020-10-06,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"GLENMARK PHARMS LTD","STANDARD",NA,NA,1
"776","ANDA210382",2020-10-14,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"TWI PHARMS","STANDARD",NA,NA,1
"777","ANDA210436",2021-03-26,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"SOLA PHARMS","STANDARD",NA,NA,1
"778","ANDA210285",2021-12-21,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",3,"SAWAI USA","STANDARD",NA,NA,1
"779","ANDA210414",2022-10-18,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"PRINSTON INC","STANDARD",NA,NA,1
"780","ANDA210385",2022-12-22,2,NA,"DIMETHYL FUMARATE","CAPSULE, DELAYED RELEASE;ORAL","DIMETHYL FUMARATE",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"781","ANDA205904",2024-01-31,2,NA,"DRONEDARONE HYDROCHLORIDE","TABLET;ORAL","DRONEDARONE HYDROCHLORIDE",1,"LUPIN","STANDARD",NA,NA,1
"782","ANDA211652",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"LUPIN PHARMS","STANDARD",NA,NA,1
"783","ANDA211726",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"ANNORA","STANDARD",NA,NA,1
"784","ANDA211741",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"MSN PHARMS INC","STANDARD",NA,NA,1
"785","ANDA211818",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"786","ANDA212835",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",3,"HIKMA","STANDARD",NA,NA,1
"787","ANDA213162",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",3,"TEVA PHARMS USA INC","STANDARD",NA,NA,1
"788","ANDA213661",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",3,"UPSHER SMITH LABS","STANDARD",NA,NA,1
"789","ANDA213911",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"790","ANDA214017",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"SCIEGEN PHARMS INC","STANDARD",NA,NA,1
"791","ANDA214384",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"SUN PHARM","STANDARD",NA,NA,1
"792","ANDA214387",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"793","ANDA214391",2021-02-18,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"AJANTA PHARMA LTD","STANDARD",NA,NA,1
"794","ANDA213033",2021-04-28,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"BIONPHARMA","STANDARD",NA,NA,1
"795","ANDA214543",2021-05-05,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"BLUEPHARMA INDUSTRIA","STANDARD",NA,NA,1
"796","ANDA215265",2021-11-01,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",1,"SLATE RUN PHARMA","STANDARD",NA,NA,1
"797","ANDA214217",2022-05-05,2,NA,"DROXIDOPA","CAPSULE;ORAL","DROXIDOPA",3,"CHARTWELL RX","STANDARD",NA,NA,1
"798","ANDA215508",2024-05-06,2,NA,"EDARAVONE","SOLUTION;INTRAVENOUS","EDARAVONE",1,"HIKMA","STANDARD",NA,NA,1
"799","ANDA215917",2024-05-06,2,NA,"EDARAVONE","SOLUTION;INTRAVENOUS","EDARAVONE",1,"DR REDDYS","STANDARD",NA,NA,1
"800","ANDA216199",2024-05-06,2,NA,"EDARAVONE","SOLUTION;INTRAVENOUS","EDARAVONE",1,"GLAND PHARMA LTD","STANDARD",NA,NA,1
"801","ANDA218354",2024-05-06,2,NA,"EDARAVONE","SOLUTION;INTRAVENOUS","EDARAVONE",1,"LONG GROVE PHARMS","STANDARD",NA,NA,1
"802","ANDA211827",2020-12-16,2,NA,"EFINACONAZOLE","SOLUTION;TOPICAL","EFINACONAZOLE",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"803","ANDA211851",2020-12-16,2,NA,"EFINACONAZOLE","SOLUTION;TOPICAL","EFINACONAZOLE",3,"PADAGIS US","STANDARD",NA,NA,1
"804","ANDA212066",2021-03-29,2,NA,"EFINACONAZOLE","SOLUTION;TOPICAL","EFINACONAZOLE",3,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"805","ANDA211969",2021-06-21,2,NA,"EFINACONAZOLE","SOLUTION;TOPICAL","EFINACONAZOLE",1,"NIVAGEN PHARMS INC","STANDARD",NA,NA,1
"806","ANDA212169",2022-03-02,2,NA,"EFINACONAZOLE","SOLUTION;TOPICAL","EFINACONAZOLE",3,"LUPIN LTD","STANDARD",NA,NA,1
"807","ANDA212178",2022-07-15,2,NA,"EFINACONAZOLE","SOLUTION;TOPICAL","EFINACONAZOLE",3,"ZYDUS LIFESCIENCES","STANDARD",NA,NA,1
"808","ANDA212463",2021-09-08,2,NA,"ELIGLUSTAT TARTRATE","CAPSULE;ORAL","ELIGLUSTAT TARTRATE",1,"AIZANT","STANDARD",NA,NA,1
"809","ANDA212474",2021-12-27,2,NA,"ELIGLUSTAT TARTRATE","CAPSULE;ORAL","ELIGLUSTAT TARTRATE",3,"TEVA PHARMS USA INC","STANDARD",NA,NA,1
"810","ANDA212449",2022-08-17,2,NA,"ELIGLUSTAT TARTRATE","CAPSULE;ORAL","ELIGLUSTAT TARTRATE",3,"DR REDDYS","STANDARD",NA,NA,1
"811","ANDA212420",2023-05-02,2,NA,"ELIGLUSTAT TARTRATE","CAPSULE;ORAL","ELIGLUSTAT TARTRATE",1,"UPSHER SMITH LABS","STANDARD",NA,NA,1
"812","ANDA213613",2021-12-17,2,NA,"ELUXADOLINE","TABLET;ORAL","ELUXADOLINE",1,"ASCEND LABORATORIES, LTD","STANDARD",NA,NA,1
"813","ANDA212138",2022-08-03,2,NA,"EMPAGLIFLOZIN","TABLET;ORAL","EMPAGLIFLOZIN",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"814","ANDA209614",2021-05-14,2,NA,"ENZALUTAMIDE","CAPSULE;ORAL","ENZALUTAMIDE",3,"ACTAVIS LABS FL INC","STANDARD",NA,NA,1
